,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.69,0.268,0.468,0.385,-0.113,0.408,0.558,0.803,-0.07
AAPL,0.69,0.0,0.346,0.824,0.769,-0.646,0.459,0.915,0.648,0.518
AMD,0.268,0.346,0.0,0.188,0.47,-0.08,0.542,0.563,0.24,0.32
AMZN,0.468,0.824,0.188,0.0,0.751,-0.757,0.438,0.82,0.369,0.495
GOOGL,0.385,0.769,0.47,0.751,0.0,-0.786,0.463,0.875,0.432,0.665
INTC,-0.113,-0.646,-0.08,-0.757,-0.786,0.0,-0.121,-0.705,-0.135,-0.749
MARA,0.408,0.459,0.542,0.438,0.463,-0.121,0.0,0.516,0.175,0.162
NVDA,0.558,0.915,0.563,0.82,0.875,-0.705,0.516,0.0,0.537,0.638
PLUG,0.803,0.648,0.24,0.369,0.432,-0.135,0.175,0.537,0.0,0.087
TSLA,-0.07,0.518,0.32,0.495,0.665,-0.749,0.162,0.638,0.087,0.0
