,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.891,-0.176,-0.838,-0.516,0.163,-0.558,-0.435,0.459,-0.148
AAPL,-0.891,0.0,0.383,0.915,0.701,-0.071,0.721,0.641,-0.279,0.201
AMD,-0.176,0.383,0.0,0.561,0.564,-0.248,0.513,0.852,0.379,0.155
AMZN,-0.838,0.915,0.561,0.0,0.734,-0.155,0.811,0.715,-0.196,0.285
GOOGL,-0.516,0.701,0.564,0.734,0.0,0.28,0.744,0.791,0.305,0.215
INTC,0.163,-0.071,-0.248,-0.155,0.28,0.0,0.196,-0.097,0.205,0.001
MARA,-0.558,0.721,0.513,0.811,0.744,0.196,0.0,0.671,-0.039,0.269
NVDA,-0.435,0.641,0.852,0.715,0.791,-0.097,0.671,0.0,0.327,-0.052
PLUG,0.459,-0.279,0.379,-0.196,0.305,0.205,-0.039,0.327,0.0,0.041
TSLA,-0.148,0.201,0.155,0.285,0.215,0.001,0.269,-0.052,0.041,0.0
