,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.408,0.849,0.763,0.636,0.256,0.876,0.841,0.594,0.383
AAPL,0.408,0.0,0.415,0.364,0.502,-0.177,0.407,0.487,0.382,0.543
AMD,0.849,0.415,0.0,0.74,0.68,-0.04,0.908,0.956,0.794,0.431
AMZN,0.763,0.364,0.74,0.0,0.577,0.374,0.662,0.673,0.366,-0.034
GOOGL,0.636,0.502,0.68,0.577,0.0,-0.011,0.655,0.789,0.747,0.593
INTC,0.256,-0.177,-0.04,0.374,-0.011,0.0,0.114,-0.136,-0.231,-0.512
MARA,0.876,0.407,0.908,0.662,0.655,0.114,0.0,0.878,0.757,0.429
NVDA,0.841,0.487,0.956,0.673,0.789,-0.136,0.878,0.0,0.86,0.614
PLUG,0.594,0.382,0.794,0.366,0.747,-0.231,0.757,0.86,0.0,0.683
TSLA,0.383,0.543,0.431,-0.034,0.593,-0.512,0.429,0.614,0.683,0.0
