,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.283,0.691,0.65,0.571,0.507,0.868,0.78,0.49,0.337
AAPL,0.283,0.0,0.456,0.498,0.498,0.108,0.192,0.446,0.374,0.386
AMD,0.691,0.456,0.0,0.856,0.683,0.331,0.661,0.934,0.785,0.209
AMZN,0.65,0.498,0.856,0.0,0.618,0.467,0.503,0.789,0.514,-0.051
GOOGL,0.571,0.498,0.683,0.618,0.0,0.171,0.546,0.814,0.767,0.558
INTC,0.507,0.108,0.331,0.467,0.171,0.0,0.354,0.26,0.138,-0.239
MARA,0.868,0.192,0.661,0.503,0.546,0.354,0.0,0.749,0.583,0.36
NVDA,0.78,0.446,0.934,0.789,0.814,0.26,0.749,0.0,0.837,0.442
PLUG,0.49,0.374,0.785,0.514,0.767,0.138,0.583,0.837,0.0,0.51
TSLA,0.337,0.386,0.209,-0.051,0.558,-0.239,0.36,0.442,0.51,0.0
