,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.251,0.316,0.181,0.32,0.825,0.868,0.413,0.19,0.141
AAPL,-0.251,0.0,0.592,0.697,0.391,0.073,-0.299,0.608,0.451,0.229
AMD,0.316,0.592,0.0,0.898,0.634,0.684,0.243,0.949,0.742,-0.104
AMZN,0.181,0.697,0.898,0.0,0.632,0.491,0.072,0.877,0.546,-0.182
GOOGL,0.32,0.391,0.634,0.632,0.0,0.555,0.258,0.714,0.59,0.215
INTC,0.825,0.073,0.684,0.491,0.555,0.0,0.71,0.733,0.606,0.139
MARA,0.868,-0.299,0.243,0.072,0.258,0.71,0.0,0.325,0.255,0.079
NVDA,0.413,0.608,0.949,0.877,0.714,0.733,0.325,0.0,0.755,0.076
PLUG,0.19,0.451,0.742,0.546,0.59,0.606,0.255,0.755,0.0,0.15
TSLA,0.141,0.229,-0.104,-0.182,0.215,0.139,0.079,0.076,0.15,0.0
