,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.273,0.819,0.145,0.739,0.758,0.721,0.755,0.814,0.492
AAPL,-0.273,0.0,-0.063,0.57,0.267,0.247,0.032,0.084,0.011,0.183
AMD,0.819,-0.063,0.0,0.142,0.872,0.839,0.713,0.934,0.913,0.606
AMZN,0.145,0.57,0.142,0.0,0.439,0.404,0.397,0.194,0.273,0.266
GOOGL,0.739,0.267,0.872,0.439,0.0,0.939,0.789,0.915,0.889,0.714
INTC,0.758,0.247,0.839,0.404,0.939,0.0,0.758,0.822,0.825,0.751
MARA,0.721,0.032,0.713,0.397,0.789,0.758,0.0,0.693,0.726,0.717
NVDA,0.755,0.084,0.934,0.194,0.915,0.822,0.693,0.0,0.905,0.54
PLUG,0.814,0.011,0.913,0.273,0.889,0.825,0.726,0.905,0.0,0.574
TSLA,0.492,0.183,0.606,0.266,0.714,0.751,0.717,0.54,0.574,0.0
