,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.098,-0.077,0.014,0.295,0.468,0.83,0.598,0.432,0.465
AAPL,-0.098,0.0,0.499,-0.655,-0.472,0.421,0.173,0.113,0.4,0.153
AMD,-0.077,0.499,0.0,-0.743,-0.805,0.755,0.13,0.161,0.575,0.035
AMZN,0.014,-0.655,-0.743,0.0,0.754,-0.709,-0.14,-0.224,-0.47,0.029
GOOGL,0.295,-0.472,-0.805,0.754,0.0,-0.543,0.03,-0.049,-0.514,0.096
INTC,0.468,0.421,0.755,-0.709,-0.543,0.0,0.558,0.361,0.682,0.177
MARA,0.83,0.173,0.13,-0.14,0.03,0.558,0.0,0.654,0.665,0.503
NVDA,0.598,0.113,0.161,-0.224,-0.049,0.361,0.654,0.0,0.455,0.368
PLUG,0.432,0.4,0.575,-0.47,-0.514,0.682,0.665,0.455,0.0,0.343
TSLA,0.465,0.153,0.035,0.029,0.096,0.177,0.503,0.368,0.343,0.0
