,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.599,0.747,0.421,-0.511,0.865,0.202,0.71,0.601,0.572
AAPL,0.599,0.0,0.778,0.926,-0.349,0.788,0.14,0.915,0.558,0.876
AMD,0.747,0.778,0.0,0.747,-0.489,0.777,-0.056,0.919,0.725,0.777
AMZN,0.421,0.926,0.747,0.0,-0.353,0.623,0.02,0.849,0.527,0.787
GOOGL,-0.511,-0.349,-0.489,-0.353,0.0,-0.51,0.177,-0.337,-0.435,-0.328
INTC,0.865,0.788,0.777,0.623,-0.51,0.0,0.076,0.838,0.659,0.799
MARA,0.202,0.14,-0.056,0.02,0.177,0.076,0.0,0.024,-0.453,-0.018
NVDA,0.71,0.915,0.919,0.849,-0.337,0.838,0.024,0.0,0.746,0.897
PLUG,0.601,0.558,0.725,0.527,-0.435,0.659,-0.453,0.746,0.0,0.691
TSLA,0.572,0.876,0.777,0.787,-0.328,0.799,-0.018,0.897,0.691,0.0
