,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.54,-0.136,0.026,-0.176,-0.159,0.815,-0.372,-0.065,0.827
AAPL,0.54,0.0,-0.827,-0.498,0.61,-0.487,0.631,-0.858,-0.438,0.841
AMD,-0.136,-0.827,0.0,0.666,-0.712,0.565,-0.359,0.871,0.504,-0.525
AMZN,0.026,-0.498,0.666,0.0,-0.313,0.054,-0.253,0.755,-0.132,-0.383
GOOGL,-0.176,0.61,-0.712,-0.313,0.0,-0.439,-0.142,-0.481,-0.587,0.133
INTC,-0.159,-0.487,0.565,0.054,-0.439,0.0,-0.309,0.375,0.622,-0.26
MARA,0.815,0.631,-0.359,-0.253,-0.142,-0.309,0.0,-0.53,-0.025,0.872
NVDA,-0.372,-0.858,0.871,0.755,-0.481,0.375,-0.53,0.0,0.215,-0.74
PLUG,-0.065,-0.438,0.504,-0.132,-0.587,0.622,-0.025,0.215,0.0,-0.143
TSLA,0.827,0.841,-0.525,-0.383,0.133,-0.26,0.872,-0.74,-0.143,0.0
