,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.195,-0.182,-0.013,0.201,-0.41,-0.246,-0.197,0.056,-0.437
AAPL,-0.195,0.0,0.912,0.87,0.645,0.711,0.824,0.963,0.802,0.881
AMD,-0.182,0.912,0.0,0.877,0.655,0.555,0.82,0.943,0.795,0.831
AMZN,-0.013,0.87,0.877,0.0,0.794,0.494,0.838,0.877,0.849,0.715
GOOGL,0.201,0.645,0.655,0.794,0.0,0.201,0.722,0.635,0.492,0.46
INTC,-0.41,0.711,0.555,0.494,0.201,0.0,0.597,0.742,0.475,0.805
MARA,-0.246,0.824,0.82,0.838,0.722,0.597,0.0,0.848,0.601,0.884
NVDA,-0.197,0.963,0.943,0.877,0.635,0.742,0.848,0.0,0.785,0.897
PLUG,0.056,0.802,0.795,0.849,0.492,0.475,0.601,0.785,0.0,0.618
TSLA,-0.437,0.881,0.831,0.715,0.46,0.805,0.884,0.897,0.618,0.0
