,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.641,-0.04,-0.51,-0.491,0.622,0.797,-0.607,0.884,-0.495
AAPL,-0.641,0.0,0.615,0.975,0.941,-0.052,-0.201,0.956,-0.812,0.874
AMD,-0.04,0.615,0.0,0.676,0.765,0.337,0.226,0.588,-0.231,0.554
AMZN,-0.51,0.975,0.676,0.0,0.964,0.09,-0.034,0.939,-0.729,0.865
GOOGL,-0.491,0.941,0.765,0.964,0.0,0.058,-0.052,0.897,-0.693,0.847
INTC,0.622,-0.052,0.337,0.09,0.058,0.0,0.767,-0.082,0.375,-0.127
MARA,0.797,-0.201,0.226,-0.034,-0.052,0.767,0.0,-0.188,0.617,-0.077
NVDA,-0.607,0.956,0.588,0.939,0.897,-0.082,-0.188,0.0,-0.808,0.919
PLUG,0.884,-0.812,-0.231,-0.729,-0.693,0.375,0.617,-0.808,0.0,-0.633
TSLA,-0.495,0.874,0.554,0.865,0.847,-0.127,-0.077,0.919,-0.633,0.0
