,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.032,-0.515,-0.268,0.258,-0.379,0.578,-0.302,-0.317,-0.103
AAPL,0.032,0.0,0.047,0.683,0.607,-0.457,0.376,0.748,0.145,0.676
AMD,-0.515,0.047,0.0,0.468,-0.193,0.61,-0.111,0.549,0.679,0.132
AMZN,-0.268,0.683,0.468,0.0,0.325,0.021,0.06,0.846,0.648,0.451
GOOGL,0.258,0.607,-0.193,0.325,0.0,-0.822,0.562,0.485,-0.354,0.715
INTC,-0.379,-0.457,0.61,0.021,-0.822,0.0,-0.38,-0.14,0.685,-0.569
MARA,0.578,0.376,-0.111,0.06,0.562,-0.38,0.0,0.136,-0.154,0.362
NVDA,-0.302,0.748,0.549,0.846,0.485,-0.14,0.136,0.0,0.411,0.649
PLUG,-0.317,0.145,0.679,0.648,-0.354,0.685,-0.154,0.411,0.0,-0.111
TSLA,-0.103,0.676,0.132,0.451,0.715,-0.569,0.362,0.649,-0.111,0.0
