,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.915,0.941,0.854,0.934,0.942,0.916,0.655,0.738,0.857
AAPL,0.915,0.0,0.957,0.94,0.937,0.958,0.925,0.839,0.871,0.927
AMD,0.941,0.957,0.0,0.932,0.967,0.976,0.933,0.748,0.832,0.878
AMZN,0.854,0.94,0.932,0.0,0.907,0.947,0.843,0.889,0.913,0.853
GOOGL,0.934,0.937,0.967,0.907,0.0,0.962,0.955,0.681,0.85,0.873
INTC,0.942,0.958,0.976,0.947,0.962,0.0,0.935,0.783,0.85,0.907
MARA,0.916,0.925,0.933,0.843,0.955,0.935,0.0,0.652,0.805,0.932
NVDA,0.655,0.839,0.748,0.889,0.681,0.783,0.652,0.0,0.841,0.799
PLUG,0.738,0.871,0.832,0.913,0.85,0.85,0.805,0.841,0.0,0.841
TSLA,0.857,0.927,0.878,0.853,0.873,0.907,0.932,0.799,0.841,0.0
