,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.871,-0.199,0.651,0.671,0.182,0.485,-0.084,0.725,0.624
AAPL,0.871,0.0,-0.407,0.76,0.766,0.071,0.441,-0.226,0.89,0.696
AMD,-0.199,-0.407,0.0,-0.066,0.027,0.781,0.319,0.921,-0.317,0.188
AMZN,0.651,0.76,-0.066,0.0,0.901,0.287,0.297,0.202,0.861,0.833
GOOGL,0.671,0.766,0.027,0.901,0.0,0.443,0.465,0.277,0.851,0.872
INTC,0.182,0.071,0.781,0.287,0.443,0.0,0.378,0.82,0.089,0.482
MARA,0.485,0.441,0.319,0.297,0.465,0.378,0.0,0.336,0.428,0.558
NVDA,-0.084,-0.226,0.921,0.202,0.277,0.82,0.336,0.0,-0.044,0.415
PLUG,0.725,0.89,-0.317,0.861,0.851,0.089,0.428,-0.044,0.0,0.825
TSLA,0.624,0.696,0.188,0.833,0.872,0.482,0.558,0.415,0.825,0.0
