,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.552,0.914,0.856,0.43,0.794,0.936,0.924,0.898,0.864
AAPL,0.552,0.0,0.607,0.695,0.857,0.087,0.595,0.722,0.675,0.332
AMD,0.914,0.607,0.0,0.886,0.587,0.756,0.898,0.937,0.918,0.867
AMZN,0.856,0.695,0.886,0.0,0.565,0.581,0.914,0.89,0.857,0.75
GOOGL,0.43,0.857,0.587,0.565,0.0,-0.004,0.417,0.604,0.558,0.222
INTC,0.794,0.087,0.756,0.581,-0.004,0.0,0.77,0.721,0.714,0.933
MARA,0.936,0.595,0.898,0.914,0.417,0.77,0.0,0.94,0.926,0.891
NVDA,0.924,0.722,0.937,0.89,0.604,0.721,0.94,0.0,0.96,0.864
PLUG,0.898,0.675,0.918,0.857,0.558,0.714,0.926,0.96,0.0,0.867
TSLA,0.864,0.332,0.867,0.75,0.222,0.933,0.891,0.864,0.867,0.0
