,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.499,0.19,0.107,-0.266,-0.056,0.483,0.379,0.854,-0.404
AAPL,0.499,0.0,0.736,0.744,-0.562,-0.48,0.917,0.936,0.73,-0.362
AMD,0.19,0.736,0.0,0.569,-0.653,-0.891,0.879,0.847,0.4,-0.53
AMZN,0.107,0.744,0.569,0.0,-0.109,-0.291,0.627,0.774,0.387,0.093
GOOGL,-0.266,-0.562,-0.653,-0.109,0.0,0.712,-0.634,-0.493,-0.256,0.772
INTC,-0.056,-0.48,-0.891,-0.291,0.712,0.0,-0.676,-0.569,-0.158,0.687
MARA,0.483,0.917,0.879,0.627,-0.634,-0.676,0.0,0.942,0.708,-0.485
NVDA,0.379,0.936,0.847,0.774,-0.493,-0.569,0.942,0.0,0.65,-0.274
PLUG,0.854,0.73,0.4,0.387,-0.256,-0.158,0.708,0.65,0.0,-0.357
TSLA,-0.404,-0.362,-0.53,0.093,0.772,0.687,-0.485,-0.274,-0.357,0.0
