,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.343,0.184,-0.315,-0.155,0.283,0.472,-0.333,0.64,-0.156
AAPL,-0.343,0.0,0.69,0.982,0.937,0.537,0.479,0.963,-0.74,0.856
AMD,0.184,0.69,0.0,0.709,0.784,0.752,0.612,0.666,-0.241,0.642
AMZN,-0.315,0.982,0.709,0.0,0.957,0.574,0.539,0.943,-0.708,0.846
GOOGL,-0.155,0.937,0.784,0.957,0.0,0.613,0.635,0.907,-0.687,0.794
INTC,0.283,0.537,0.752,0.574,0.613,0.0,0.669,0.434,-0.066,0.388
MARA,0.472,0.479,0.612,0.539,0.635,0.669,0.0,0.448,-0.058,0.495
NVDA,-0.333,0.963,0.666,0.943,0.907,0.434,0.448,0.0,-0.755,0.901
PLUG,0.64,-0.74,-0.241,-0.708,-0.687,-0.066,-0.058,-0.755,0.0,-0.486
TSLA,-0.156,0.856,0.642,0.846,0.794,0.388,0.495,0.901,-0.486,0.0
