,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.785,0.581,0.171,-0.498,-0.121,0.881,-0.715,0.391,0.248
AAPL,0.785,0.0,0.554,0.309,-0.078,0.204,0.748,-0.453,-0.021,0.33
AMD,0.581,0.554,0.0,0.376,0.037,0.318,0.438,-0.207,-0.17,0.203
AMZN,0.171,0.309,0.376,0.0,0.102,0.193,0.328,-0.235,-0.298,0.267
GOOGL,-0.498,-0.078,0.037,0.102,0.0,0.225,-0.567,0.656,-0.718,0.045
INTC,-0.121,0.204,0.318,0.193,0.225,0.0,0.06,-0.006,-0.376,0.055
MARA,0.881,0.748,0.438,0.328,-0.567,0.06,0.0,-0.863,0.367,0.387
NVDA,-0.715,-0.453,-0.207,-0.235,0.656,-0.006,-0.863,0.0,-0.432,-0.227
PLUG,0.391,-0.021,-0.17,-0.298,-0.718,-0.376,0.367,-0.432,0.0,0.119
TSLA,0.248,0.33,0.203,0.267,0.045,0.055,0.387,-0.227,0.119,0.0
