,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.201,-0.603,0.349,0.506,0.169,0.324,0.058,0.095,-0.274
AAPL,0.201,0.0,0.099,0.714,0.501,-0.185,-0.26,0.269,0.355,0.461
AMD,-0.603,0.099,0.0,-0.209,-0.257,-0.275,0.025,0.401,0.21,0.385
AMZN,0.349,0.714,-0.209,0.0,0.833,0.182,-0.035,0.464,0.172,0.392
GOOGL,0.506,0.501,-0.257,0.833,0.0,0.329,0.363,0.644,0.283,0.303
INTC,0.169,-0.185,-0.275,0.182,0.329,0.0,0.271,0.35,-0.002,-0.022
MARA,0.324,-0.26,0.025,-0.035,0.363,0.271,0.0,0.601,0.182,-0.013
NVDA,0.058,0.269,0.401,0.464,0.644,0.35,0.601,0.0,0.281,0.354
PLUG,0.095,0.355,0.21,0.172,0.283,-0.002,0.182,0.281,0.0,0.385
TSLA,-0.274,0.461,0.385,0.392,0.303,-0.022,-0.013,0.354,0.385,0.0
