,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.578,-0.319,-0.538,-0.59,-0.264,-0.3,-0.506,0.289,0.557
AAPL,-0.578,0.0,0.662,0.947,0.902,0.642,0.149,0.959,0.084,-0.55
AMD,-0.319,0.662,0.0,0.554,0.765,0.699,0.549,0.682,0.431,0.029
AMZN,-0.538,0.947,0.554,0.0,0.848,0.515,-0.031,0.945,0.087,-0.654
GOOGL,-0.59,0.902,0.765,0.848,0.0,0.618,0.435,0.902,0.182,-0.476
INTC,-0.264,0.642,0.699,0.515,0.618,0.0,0.362,0.544,-0.084,0.118
MARA,-0.3,0.149,0.549,-0.031,0.435,0.362,0.0,0.139,0.179,0.253
NVDA,-0.506,0.959,0.682,0.945,0.902,0.544,0.139,0.0,0.194,-0.604
PLUG,0.289,0.084,0.431,0.087,0.182,-0.084,0.179,0.194,0.0,0.143
TSLA,0.557,-0.55,0.029,-0.654,-0.476,0.118,0.253,-0.604,0.143,0.0
