,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.171,0.603,-0.008,0.254,0.652,-0.251,0.663,0.712,-0.355
AAPL,0.171,0.0,0.26,0.564,0.743,0.234,0.286,0.111,0.629,0.283
AMD,0.603,0.26,0.0,-0.272,0.336,0.929,-0.739,0.964,0.642,-0.694
AMZN,-0.008,0.564,-0.272,0.0,0.72,-0.421,0.667,-0.43,0.406,0.456
GOOGL,0.254,0.743,0.336,0.72,0.0,0.204,0.094,0.165,0.68,-0.108
INTC,0.652,0.234,0.929,-0.421,0.204,0.0,-0.711,0.95,0.552,-0.653
MARA,-0.251,0.286,-0.739,0.667,0.094,-0.711,0.0,-0.778,-0.077,0.902
NVDA,0.663,0.111,0.964,-0.43,0.165,0.95,-0.778,0.0,0.564,-0.72
PLUG,0.712,0.629,0.642,0.406,0.68,0.552,-0.077,0.564,0.0,-0.179
TSLA,-0.355,0.283,-0.694,0.456,-0.108,-0.653,0.902,-0.72,-0.179,0.0
