,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.53,0.391,0.061,0.234,0.757,0.497,-0.89,0.408,0.068
AAPL,-0.53,0.0,-0.631,0.416,0.317,-0.236,-0.265,0.72,-0.66,0.304
AMD,0.391,-0.631,0.0,-0.293,-0.078,0.309,0.425,-0.461,0.566,0.028
AMZN,0.061,0.416,-0.293,0.0,0.78,0.31,-0.096,0.147,-0.631,-0.044
GOOGL,0.234,0.317,-0.078,0.78,0.0,0.439,0.317,-0.003,-0.449,0.049
INTC,0.757,-0.236,0.309,0.31,0.439,0.0,0.365,-0.717,0.215,0.019
MARA,0.497,-0.265,0.425,-0.096,0.317,0.365,0.0,-0.458,0.277,0.213
NVDA,-0.89,0.72,-0.461,0.147,-0.003,-0.717,-0.458,0.0,-0.587,-0.008
PLUG,0.408,-0.66,0.566,-0.631,-0.449,0.215,0.277,-0.587,0.0,-0.107
TSLA,0.068,0.304,0.028,-0.044,0.049,0.019,0.213,-0.008,-0.107,0.0
