,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.738,-0.57,0.861,0.686,-0.847,-0.54,-0.095,0.827,0.696
AAPL,0.738,0.0,-0.781,0.894,0.899,-0.909,-0.763,-0.38,0.651,0.885
AMD,-0.57,-0.781,0.0,-0.641,-0.849,0.779,0.791,0.775,-0.514,-0.853
AMZN,0.861,0.894,-0.641,0.0,0.849,-0.889,-0.552,-0.26,0.746,0.853
GOOGL,0.686,0.899,-0.849,0.849,0.0,-0.826,-0.704,-0.578,0.566,0.953
INTC,-0.847,-0.909,0.779,-0.889,-0.826,0.0,0.755,0.347,-0.634,-0.832
MARA,-0.54,-0.763,0.791,-0.552,-0.704,0.755,0.0,0.431,-0.425,-0.65
NVDA,-0.095,-0.38,0.775,-0.26,-0.578,0.347,0.431,0.0,-0.146,-0.617
PLUG,0.827,0.651,-0.514,0.746,0.566,-0.634,-0.425,-0.146,0.0,0.58
TSLA,0.696,0.885,-0.853,0.853,0.953,-0.832,-0.65,-0.617,0.58,0.0
