,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.569,0.288,0.172,-0.373,0.38,-0.558,-0.454,0.454,-0.096
AAPL,-0.569,0.0,-0.425,-0.014,0.938,0.208,0.806,0.891,-0.231,0.735
AMD,0.288,-0.425,0.0,0.579,-0.498,0.302,-0.24,-0.048,0.735,-0.089
AMZN,0.172,-0.014,0.579,0.0,-0.031,0.392,0.137,0.209,0.45,0.223
GOOGL,-0.373,0.938,-0.498,-0.031,0.0,0.348,0.69,0.802,-0.197,0.741
INTC,0.38,0.208,0.302,0.392,0.348,0.0,0.113,0.392,0.581,0.544
MARA,-0.558,0.806,-0.24,0.137,0.69,0.113,0.0,0.832,-0.108,0.572
NVDA,-0.454,0.891,-0.048,0.209,0.802,0.392,0.832,0.0,0.08,0.819
PLUG,0.454,-0.231,0.735,0.45,-0.197,0.581,-0.108,0.08,0.0,0.199
TSLA,-0.096,0.735,-0.089,0.223,0.741,0.544,0.572,0.819,0.199,0.0
