,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.007,0.029,-0.62,-0.65,-0.802,0.575,-0.046,0.677,-0.719
AAPL,-0.007,0.0,0.372,0.139,0.62,0.182,0.442,0.811,0.246,0.414
AMD,0.029,0.372,0.0,0.322,0.271,0.286,0.382,0.291,0.345,0.14
AMZN,-0.62,0.139,0.322,0.0,0.693,0.854,-0.243,-0.0,-0.306,0.793
GOOGL,-0.65,0.62,0.271,0.693,0.0,0.794,0.04,0.497,-0.298,0.882
INTC,-0.802,0.182,0.286,0.854,0.794,0.0,-0.247,0.033,-0.457,0.836
MARA,0.575,0.442,0.382,-0.243,0.04,-0.247,0.0,0.272,0.652,-0.19
NVDA,-0.046,0.811,0.291,-0.0,0.497,0.033,0.272,0.0,0.177,0.371
PLUG,0.677,0.246,0.345,-0.306,-0.298,-0.457,0.652,0.177,0.0,-0.325
TSLA,-0.719,0.414,0.14,0.793,0.882,0.836,-0.19,0.371,-0.325,0.0
