,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.026,0.021,0.02,0.211,0.124,0.067,0.044,-0.063,-0.18
AAPL,-0.026,0.0,0.966,0.965,0.276,-0.302,0.848,0.947,0.755,0.959
AMD,0.021,0.966,0.0,0.95,0.221,-0.193,0.897,0.981,0.723,0.946
AMZN,0.02,0.965,0.95,0.0,0.406,-0.408,0.811,0.919,0.825,0.951
GOOGL,0.211,0.276,0.221,0.406,0.0,-0.498,0.063,0.213,0.654,0.29
INTC,0.124,-0.302,-0.193,-0.408,-0.498,0.0,0.115,-0.053,-0.65,-0.359
MARA,0.067,0.848,0.897,0.811,0.063,0.115,0.0,0.94,0.52,0.799
NVDA,0.044,0.947,0.981,0.919,0.213,-0.053,0.94,0.0,0.662,0.912
PLUG,-0.063,0.755,0.723,0.825,0.654,-0.65,0.52,0.662,0.0,0.812
TSLA,-0.18,0.959,0.946,0.951,0.29,-0.359,0.799,0.912,0.812,0.0
