,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.674,0.79,0.181,0.281,0.876,0.938,-0.193,0.855,0.8
AAPL,0.674,0.0,0.609,-0.423,0.318,0.636,0.716,0.298,0.854,0.849
AMD,0.79,0.609,0.0,0.314,0.354,0.809,0.804,0.094,0.808,0.779
AMZN,0.181,-0.423,0.314,0.0,0.27,0.332,0.135,-0.279,-0.09,0.017
GOOGL,0.281,0.318,0.354,0.27,0.0,0.484,0.239,0.391,0.215,0.397
INTC,0.876,0.636,0.809,0.332,0.484,0.0,0.868,-0.088,0.732,0.812
MARA,0.938,0.716,0.804,0.135,0.239,0.868,0.0,-0.253,0.873,0.834
NVDA,-0.193,0.298,0.094,-0.279,0.391,-0.088,-0.253,0.0,0.103,0.2
PLUG,0.855,0.854,0.808,-0.09,0.215,0.732,0.873,0.103,0.0,0.888
TSLA,0.8,0.849,0.779,0.017,0.397,0.812,0.834,0.2,0.888,0.0
