,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.481,0.261,0.023,-0.418,0.273,-0.421,-0.388,0.17,-0.1
AAPL,-0.481,0.0,-0.411,0.017,0.934,0.333,0.808,0.859,-0.07,0.72
AMD,0.261,-0.411,0.0,0.539,-0.507,0.284,-0.206,0.005,0.713,-0.103
AMZN,0.023,0.017,0.539,0.0,0.049,0.398,0.179,0.311,0.575,0.245
GOOGL,-0.418,0.934,-0.507,0.049,0.0,0.368,0.748,0.815,-0.079,0.74
INTC,0.273,0.333,0.284,0.398,0.368,0.0,0.311,0.557,0.543,0.599
MARA,-0.421,0.808,-0.206,0.179,0.748,0.311,0.0,0.802,0.224,0.6
NVDA,-0.388,0.859,0.005,0.311,0.815,0.557,0.802,0.0,0.382,0.824
PLUG,0.17,-0.07,0.713,0.575,-0.079,0.543,0.224,0.382,0.0,0.336
TSLA,-0.1,0.72,-0.103,0.245,0.74,0.599,0.6,0.824,0.336,0.0
