,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.768,-0.53,0.657,0.078,-0.088,0.899,0.889,0.4,0.066
AAPL,0.768,0.0,-0.67,0.81,0.089,0.038,0.818,0.764,0.317,-0.334
AMD,-0.53,-0.67,0.0,-0.473,0.023,0.516,-0.658,-0.466,-0.303,0.227
AMZN,0.657,0.81,-0.473,0.0,0.149,0.287,0.652,0.681,0.231,-0.178
GOOGL,0.078,0.089,0.023,0.149,0.0,-0.125,0.19,-0.161,0.217,0.386
INTC,-0.088,0.038,0.516,0.287,-0.125,0.0,-0.241,0.103,-0.276,-0.051
MARA,0.899,0.818,-0.658,0.652,0.19,-0.241,0.0,0.804,0.513,-0.113
NVDA,0.889,0.764,-0.466,0.681,-0.161,0.103,0.804,0.0,0.326,-0.168
PLUG,0.4,0.317,-0.303,0.231,0.217,-0.276,0.513,0.326,0.0,0.094
TSLA,0.066,-0.334,0.227,-0.178,0.386,-0.051,-0.113,-0.168,0.094,0.0
