,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.411,0.385,-0.117,-0.641,-0.463,0.755,0.531,0.689,0.883
AAPL,0.411,0.0,-0.047,-0.78,-0.251,-0.031,0.512,0.606,0.758,0.547
AMD,0.385,-0.047,0.0,0.452,0.05,0.131,0.277,0.552,0.316,0.502
AMZN,-0.117,-0.78,0.452,0.0,0.276,0.215,-0.241,-0.146,-0.369,-0.164
GOOGL,-0.641,-0.251,0.05,0.276,0.0,0.754,-0.413,0.001,-0.483,-0.486
INTC,-0.463,-0.031,0.131,0.215,0.754,0.0,-0.396,0.188,-0.177,-0.337
MARA,0.755,0.512,0.277,-0.241,-0.413,-0.396,0.0,0.489,0.694,0.729
NVDA,0.531,0.606,0.552,-0.146,0.001,0.188,0.489,0.0,0.697,0.694
PLUG,0.689,0.758,0.316,-0.369,-0.483,-0.177,0.694,0.697,0.0,0.774
TSLA,0.883,0.547,0.502,-0.164,-0.486,-0.337,0.729,0.694,0.774,0.0
