,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.862,0.809,0.606,0.257,0.431,0.721,0.441,0.59,0.526
AAPL,0.862,0.0,0.763,0.571,0.208,0.345,0.523,0.538,0.405,0.504
AMD,0.809,0.763,0.0,0.777,0.533,0.774,0.73,0.787,0.414,0.667
AMZN,0.606,0.571,0.777,0.0,0.774,0.807,0.874,0.865,0.397,0.848
GOOGL,0.257,0.208,0.533,0.774,0.0,0.698,0.718,0.672,0.006,0.705
INTC,0.431,0.345,0.774,0.807,0.698,0.0,0.753,0.824,0.454,0.777
MARA,0.721,0.523,0.73,0.874,0.718,0.753,0.0,0.638,0.535,0.773
NVDA,0.441,0.538,0.787,0.865,0.672,0.824,0.638,0.0,0.288,0.829
PLUG,0.59,0.405,0.414,0.397,0.006,0.454,0.535,0.288,0.0,0.479
TSLA,0.526,0.504,0.667,0.848,0.705,0.777,0.773,0.829,0.479,0.0
