,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.683,0.675,0.798,0.643,0.37,0.864,0.694,0.875,0.542
AAPL,0.683,0.0,0.917,0.912,0.947,0.048,0.792,0.991,0.728,0.955
AMD,0.675,0.917,0.0,0.923,0.908,0.235,0.704,0.928,0.81,0.889
AMZN,0.798,0.912,0.923,0.0,0.902,0.147,0.733,0.899,0.848,0.882
GOOGL,0.643,0.947,0.908,0.902,0.0,0.076,0.743,0.935,0.728,0.893
INTC,0.37,0.048,0.235,0.147,0.076,0.0,0.35,0.058,0.499,-0.143
MARA,0.864,0.792,0.704,0.733,0.743,0.35,0.0,0.812,0.784,0.615
NVDA,0.694,0.991,0.928,0.899,0.935,0.058,0.812,0.0,0.734,0.948
PLUG,0.875,0.728,0.81,0.848,0.728,0.499,0.784,0.734,0.0,0.602
TSLA,0.542,0.955,0.889,0.882,0.893,-0.143,0.615,0.948,0.602,0.0
