,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.322,0.397,0.781,0.56,0.105,0.565,0.532,0.738,0.587
AAPL,-0.322,0.0,-0.709,-0.495,0.376,0.542,-0.679,-0.533,-0.682,-0.664
AMD,0.397,-0.709,0.0,0.802,0.1,-0.341,0.888,0.889,0.861,0.901
AMZN,0.781,-0.495,0.802,0.0,0.543,-0.036,0.863,0.888,0.94,0.874
GOOGL,0.56,0.376,0.1,0.543,0.0,0.505,0.227,0.403,0.335,0.255
INTC,0.105,0.542,-0.341,-0.036,0.505,0.0,-0.263,-0.074,-0.248,-0.246
MARA,0.565,-0.679,0.888,0.863,0.227,-0.263,0.0,0.93,0.944,0.974
NVDA,0.532,-0.533,0.889,0.888,0.403,-0.074,0.93,0.0,0.887,0.931
PLUG,0.738,-0.682,0.861,0.94,0.335,-0.248,0.944,0.887,0.0,0.951
TSLA,0.587,-0.664,0.901,0.874,0.255,-0.246,0.974,0.931,0.951,0.0
