,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.535,-0.529,-0.33,-0.725,-0.528,0.344,-0.415,0.013,-0.094
AAPL,-0.535,0.0,0.663,0.751,0.788,0.594,-0.143,0.647,-0.002,0.664
AMD,-0.529,0.663,0.0,0.321,0.898,0.926,-0.352,0.923,-0.235,0.693
AMZN,-0.33,0.751,0.321,0.0,0.474,0.297,0.323,0.307,0.463,0.374
GOOGL,-0.725,0.788,0.898,0.474,0.0,0.873,-0.376,0.788,-0.196,0.66
INTC,-0.528,0.594,0.926,0.297,0.873,0.0,-0.461,0.89,-0.322,0.695
MARA,0.344,-0.143,-0.352,0.323,-0.376,-0.461,0.0,-0.419,0.594,-0.219
NVDA,-0.415,0.647,0.923,0.307,0.788,0.89,-0.419,0.0,-0.281,0.649
PLUG,0.013,-0.002,-0.235,0.463,-0.196,-0.322,0.594,-0.281,0.0,-0.273
TSLA,-0.094,0.664,0.693,0.374,0.66,0.695,-0.219,0.649,-0.273,0.0
