,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.638,0.438,0.561,0.427,0.286,0.181,0.432,-0.051,0.473
AAPL,0.638,0.0,0.68,0.765,0.497,0.47,0.245,0.785,0.186,0.855
AMD,0.438,0.68,0.0,0.891,0.81,-0.106,-0.082,0.944,0.143,0.867
AMZN,0.561,0.765,0.891,0.0,0.898,0.027,-0.04,0.821,-0.042,0.858
GOOGL,0.427,0.497,0.81,0.898,0.0,-0.253,-0.277,0.652,-0.195,0.667
INTC,0.286,0.47,-0.106,0.027,-0.253,0.0,0.607,0.071,0.436,0.301
MARA,0.181,0.245,-0.082,-0.04,-0.277,0.607,0.0,0.065,0.454,0.157
NVDA,0.432,0.785,0.944,0.821,0.652,0.071,0.065,0.0,0.275,0.902
PLUG,-0.051,0.186,0.143,-0.042,-0.195,0.436,0.454,0.275,0.0,0.372
TSLA,0.473,0.855,0.867,0.858,0.667,0.301,0.157,0.902,0.372,0.0
