,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.911,0.921,0.905,0.73,0.571,0.444,0.907,0.203,0.864
AAPL,0.911,0.0,0.847,0.874,0.723,0.462,0.308,0.898,0.079,0.799
AMD,0.921,0.847,0.0,0.938,0.711,0.567,0.361,0.964,0.369,0.914
AMZN,0.905,0.874,0.938,0.0,0.675,0.604,0.249,0.939,0.332,0.903
GOOGL,0.73,0.723,0.711,0.675,0.0,0.581,0.481,0.666,0.364,0.785
INTC,0.571,0.462,0.567,0.604,0.581,0.0,0.202,0.502,0.685,0.792
MARA,0.444,0.308,0.361,0.249,0.481,0.202,0.0,0.313,0.295,0.398
NVDA,0.907,0.898,0.964,0.939,0.666,0.502,0.313,0.0,0.291,0.87
PLUG,0.203,0.079,0.369,0.332,0.364,0.685,0.295,0.291,0.0,0.579
TSLA,0.864,0.799,0.914,0.903,0.785,0.792,0.398,0.87,0.579,0.0
