,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.514,0.55,-0.412,0.245,0.266,0.118,0.37,0.556,0.344
AAPL,-0.514,0.0,0.171,0.787,0.56,0.546,0.544,0.399,0.092,0.297
AMD,0.55,0.171,0.0,0.232,0.814,0.772,0.598,0.905,0.855,0.555
AMZN,-0.412,0.787,0.232,0.0,0.599,0.498,0.726,0.428,0.174,0.299
GOOGL,0.245,0.56,0.814,0.599,0.0,0.916,0.784,0.915,0.752,0.699
INTC,0.266,0.546,0.772,0.498,0.916,0.0,0.744,0.807,0.626,0.796
MARA,0.118,0.544,0.598,0.726,0.784,0.744,0.0,0.696,0.491,0.573
NVDA,0.37,0.399,0.905,0.428,0.915,0.807,0.696,0.0,0.834,0.483
PLUG,0.556,0.092,0.855,0.174,0.752,0.626,0.491,0.834,0.0,0.538
TSLA,0.344,0.297,0.555,0.299,0.699,0.796,0.573,0.483,0.538,0.0
