,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.771,-0.022,0.633,0.634,0.641,0.708,0.423,0.91,0.777
AAPL,0.771,0.0,0.38,0.923,0.851,0.73,0.669,0.715,0.869,0.926
AMD,-0.022,0.38,0.0,0.612,0.121,0.14,0.246,0.574,0.255,0.271
AMZN,0.633,0.923,0.612,0.0,0.73,0.61,0.679,0.772,0.786,0.882
GOOGL,0.634,0.851,0.121,0.73,0.0,0.87,0.386,0.738,0.618,0.783
INTC,0.641,0.73,0.14,0.61,0.87,0.0,0.332,0.769,0.582,0.578
MARA,0.708,0.669,0.246,0.679,0.386,0.332,0.0,0.41,0.756,0.741
NVDA,0.423,0.715,0.574,0.772,0.738,0.769,0.41,0.0,0.495,0.596
PLUG,0.91,0.869,0.255,0.786,0.618,0.582,0.756,0.495,0.0,0.851
TSLA,0.777,0.926,0.271,0.882,0.783,0.578,0.741,0.596,0.851,0.0
