,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.385,-0.486,-0.369,-0.532,-0.192,-0.457,-0.46,-0.387,-0.104
AAPL,-0.385,0.0,0.905,0.941,0.953,0.795,0.917,0.939,0.804,0.85
AMD,-0.486,0.905,0.0,0.935,0.934,0.91,0.975,0.97,0.682,0.685
AMZN,-0.369,0.941,0.935,0.0,0.967,0.83,0.96,0.972,0.853,0.832
GOOGL,-0.532,0.953,0.934,0.967,0.0,0.774,0.957,0.976,0.848,0.799
INTC,-0.192,0.795,0.91,0.83,0.774,0.0,0.863,0.85,0.507,0.617
MARA,-0.457,0.917,0.975,0.96,0.957,0.863,0.0,0.989,0.742,0.752
NVDA,-0.46,0.939,0.97,0.972,0.976,0.85,0.989,0.0,0.78,0.781
PLUG,-0.387,0.804,0.682,0.853,0.848,0.507,0.742,0.78,0.0,0.763
TSLA,-0.104,0.85,0.685,0.832,0.799,0.617,0.752,0.781,0.763,0.0
