,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.729,-0.089,0.594,0.492,0.275,0.747,0.294,0.885,0.726
AAPL,0.729,0.0,0.31,0.93,0.574,0.046,0.755,0.649,0.903,0.945
AMD,-0.089,0.31,0.0,0.551,0.038,0.059,0.221,0.817,0.215,0.202
AMZN,0.594,0.93,0.551,0.0,0.5,0.031,0.737,0.801,0.818,0.896
GOOGL,0.492,0.574,0.038,0.5,0.0,0.636,0.344,0.304,0.465,0.563
INTC,0.275,0.046,0.059,0.031,0.636,0.0,0.041,0.058,0.143,-0.018
MARA,0.747,0.755,0.221,0.737,0.344,0.041,0.0,0.53,0.817,0.783
NVDA,0.294,0.649,0.817,0.801,0.304,0.058,0.53,0.0,0.54,0.588
PLUG,0.885,0.903,0.215,0.818,0.465,0.143,0.817,0.54,0.0,0.861
TSLA,0.726,0.945,0.202,0.896,0.563,-0.018,0.783,0.588,0.861,0.0
