,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.496,0.668,0.76,0.53,0.5,0.722,0.481,0.892,0.707
AAPL,0.496,0.0,0.81,0.799,0.799,0.828,0.652,0.816,0.603,0.071
AMD,0.668,0.81,0.0,0.934,0.947,0.966,0.764,0.93,0.834,0.061
AMZN,0.76,0.799,0.934,0.0,0.932,0.882,0.882,0.803,0.876,0.167
GOOGL,0.53,0.799,0.947,0.932,0.0,0.963,0.754,0.876,0.722,-0.146
INTC,0.5,0.828,0.966,0.882,0.963,0.0,0.661,0.921,0.71,-0.137
MARA,0.722,0.652,0.764,0.882,0.754,0.661,0.0,0.638,0.82,0.295
NVDA,0.481,0.816,0.93,0.803,0.876,0.921,0.638,0.0,0.664,-0.054
PLUG,0.892,0.603,0.834,0.876,0.722,0.71,0.82,0.664,0.0,0.465
TSLA,0.707,0.071,0.061,0.167,-0.146,-0.137,0.295,-0.054,0.465,0.0
