,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.332,-0.421,0.152,0.367,-0.429,0.685,0.05,-0.106,-0.003
AAPL,0.332,0.0,0.037,0.834,0.711,-0.667,0.534,0.827,0.232,0.632
AMD,-0.421,0.037,0.0,0.208,-0.075,0.354,-0.16,0.447,0.377,0.061
AMZN,0.152,0.834,0.208,0.0,0.589,-0.458,0.277,0.867,0.505,0.439
GOOGL,0.367,0.711,-0.075,0.589,0.0,-0.891,0.65,0.663,-0.221,0.743
INTC,-0.429,-0.667,0.354,-0.458,-0.891,0.0,-0.566,-0.5,0.397,-0.747
MARA,0.685,0.534,-0.16,0.277,0.65,-0.566,0.0,0.309,-0.187,0.381
NVDA,0.05,0.827,0.447,0.867,0.663,-0.5,0.309,0.0,0.324,0.635
PLUG,-0.106,0.232,0.377,0.505,-0.221,0.397,-0.187,0.324,0.0,-0.275
TSLA,-0.003,0.632,0.061,0.439,0.743,-0.747,0.381,0.635,-0.275,0.0
