,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.454,0.595,0.776,-0.496,-0.043,0.626,0.855,-0.636,0.773
AAPL,-0.454,0.0,-0.458,-0.314,0.818,-0.252,-0.612,-0.529,0.638,-0.67
AMD,0.595,-0.458,0.0,0.734,-0.444,0.006,0.297,0.685,-0.32,0.453
AMZN,0.776,-0.314,0.734,0.0,-0.29,-0.117,0.333,0.802,-0.542,0.533
GOOGL,-0.496,0.818,-0.444,-0.29,0.0,0.158,-0.434,-0.443,0.515,-0.644
INTC,-0.043,-0.252,0.006,-0.117,0.158,0.0,0.322,0.067,-0.072,0.162
MARA,0.626,-0.612,0.297,0.333,-0.434,0.322,0.0,0.677,-0.504,0.722
NVDA,0.855,-0.529,0.685,0.802,-0.443,0.067,0.677,0.0,-0.761,0.713
PLUG,-0.636,0.638,-0.32,-0.542,0.515,-0.072,-0.504,-0.761,0.0,-0.683
TSLA,0.773,-0.67,0.453,0.533,-0.644,0.162,0.722,0.713,-0.683,0.0
