,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.101,0.295,0.444,0.07,-0.268,-0.733,-0.16,-0.63,-0.763
AAPL,-0.101,0.0,-0.547,0.65,0.37,-0.256,0.049,-0.423,-0.02,-0.077
AMD,0.295,-0.547,0.0,-0.347,0.308,0.272,0.054,0.72,0.096,0.062
AMZN,0.444,0.65,-0.347,0.0,0.221,-0.403,-0.523,-0.499,-0.544,-0.536
GOOGL,0.07,0.37,0.308,0.221,0.0,0.26,0.254,0.162,0.159,0.226
INTC,-0.268,-0.256,0.272,-0.403,0.26,0.0,0.572,0.514,0.691,0.71
MARA,-0.733,0.049,0.054,-0.523,0.254,0.572,0.0,0.372,0.905,0.916
NVDA,-0.16,-0.423,0.72,-0.499,0.162,0.514,0.372,0.0,0.508,0.398
PLUG,-0.63,-0.02,0.096,-0.544,0.159,0.691,0.905,0.508,0.0,0.857
TSLA,-0.763,-0.077,0.062,-0.536,0.226,0.71,0.916,0.398,0.857,0.0
