,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.933,-0.375,-0.926,-0.729,0.273,-0.647,-0.624,0.272,-0.28
AAPL,-0.933,0.0,0.472,0.932,0.768,-0.274,0.651,0.711,-0.148,0.26
AMD,-0.375,0.472,0.0,0.595,0.52,-0.409,0.412,0.842,0.303,0.109
AMZN,-0.926,0.932,0.595,0.0,0.767,-0.324,0.741,0.747,-0.152,0.307
GOOGL,-0.729,0.768,0.52,0.767,0.0,0.091,0.67,0.779,0.23,0.155
INTC,0.273,-0.274,-0.409,-0.324,0.091,0.0,0.147,-0.274,0.039,-0.12
MARA,-0.647,0.651,0.412,0.741,0.67,0.147,0.0,0.586,-0.19,0.186
NVDA,-0.624,0.711,0.842,0.747,0.779,-0.274,0.586,0.0,0.272,-0.095
PLUG,0.272,-0.148,0.303,-0.152,0.23,0.039,-0.19,0.272,0.0,-0.003
TSLA,-0.28,0.26,0.109,0.307,0.155,-0.12,0.186,-0.095,-0.003,0.0
