,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.552,0.896,0.756,0.697,0.202,0.555,0.726,0.163,0.445
AAPL,0.552,0.0,0.73,0.646,0.865,0.879,0.807,0.749,0.62,0.834
AMD,0.896,0.73,0.0,0.657,0.748,0.466,0.598,0.701,0.291,0.51
AMZN,0.756,0.646,0.657,0.0,0.878,0.372,0.847,0.945,0.587,0.812
GOOGL,0.697,0.865,0.748,0.878,0.0,0.664,0.927,0.908,0.723,0.89
INTC,0.202,0.879,0.466,0.372,0.664,0.0,0.647,0.528,0.642,0.716
MARA,0.555,0.807,0.598,0.847,0.927,0.647,0.0,0.897,0.845,0.946
NVDA,0.726,0.749,0.701,0.945,0.908,0.528,0.897,0.0,0.642,0.862
PLUG,0.163,0.62,0.291,0.587,0.723,0.642,0.845,0.642,0.0,0.857
TSLA,0.445,0.834,0.51,0.812,0.89,0.716,0.946,0.862,0.857,0.0
