,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.332,0.829,-0.335,-0.478,0.633,-0.69,0.515,0.828,0.696
AAPL,-0.332,0.0,-0.403,0.652,0.112,-0.309,0.329,0.283,-0.244,-0.288
AMD,0.829,-0.403,0.0,-0.58,-0.339,0.844,-0.352,0.38,0.851,0.9
AMZN,-0.335,0.652,-0.58,0.0,0.027,-0.708,-0.002,0.08,-0.318,-0.653
GOOGL,-0.478,0.112,-0.339,0.027,0.0,-0.006,0.401,-0.372,-0.583,-0.279
INTC,0.633,-0.309,0.844,-0.708,-0.006,0.0,-0.131,0.221,0.599,0.902
MARA,-0.69,0.329,-0.352,-0.002,0.401,-0.131,0.0,-0.089,-0.53,-0.148
NVDA,0.515,0.283,0.38,0.08,-0.372,0.221,-0.089,0.0,0.363,0.297
PLUG,0.828,-0.244,0.851,-0.318,-0.583,0.599,-0.53,0.363,0.0,0.801
TSLA,0.696,-0.288,0.9,-0.653,-0.279,0.902,-0.148,0.297,0.801,0.0
