,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.835,0.794,0.619,0.362,0.428,0.64,0.522,0.485,0.531
AAPL,0.835,0.0,0.662,0.496,0.195,0.22,0.347,0.519,0.259,0.407
AMD,0.794,0.662,0.0,0.797,0.629,0.799,0.746,0.834,0.427,0.71
AMZN,0.619,0.496,0.797,0.0,0.82,0.813,0.875,0.887,0.452,0.866
GOOGL,0.362,0.195,0.629,0.82,0.0,0.754,0.809,0.703,0.175,0.767
INTC,0.428,0.22,0.799,0.813,0.754,0.0,0.829,0.821,0.556,0.817
MARA,0.64,0.347,0.746,0.875,0.809,0.829,0.0,0.696,0.558,0.819
NVDA,0.522,0.519,0.834,0.887,0.703,0.821,0.696,0.0,0.409,0.857
PLUG,0.485,0.259,0.427,0.452,0.175,0.556,0.558,0.409,0.0,0.542
TSLA,0.531,0.407,0.71,0.866,0.767,0.817,0.819,0.857,0.542,0.0
