,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.11,0.5,-0.431,-0.311,0.813,0.899,0.601,0.778,0.385
AAPL,-0.11,0.0,0.332,-0.379,-0.303,0.176,0.082,0.199,0.137,0.158
AMD,0.5,0.332,0.0,-0.797,-0.713,0.833,0.531,0.362,0.65,-0.046
AMZN,-0.431,-0.379,-0.797,0.0,0.852,-0.778,-0.455,-0.319,-0.595,0.105
GOOGL,-0.311,-0.303,-0.713,0.852,0.0,-0.642,-0.399,-0.241,-0.6,0.198
INTC,0.813,0.176,0.833,-0.778,-0.642,0.0,0.794,0.463,0.782,0.081
MARA,0.899,0.082,0.531,-0.455,-0.399,0.794,0.0,0.655,0.853,0.348
NVDA,0.601,0.199,0.362,-0.319,-0.241,0.463,0.655,0.0,0.527,0.326
PLUG,0.778,0.137,0.65,-0.595,-0.6,0.782,0.853,0.527,0.0,0.218
TSLA,0.385,0.158,-0.046,0.105,0.198,0.081,0.348,0.326,0.218,0.0
