,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.007,-0.476,0.057,0.552,-0.029,0.298,-0.095,-0.687,-0.573
AAPL,-0.007,0.0,0.661,0.546,0.432,0.774,0.03,0.631,0.437,0.625
AMD,-0.476,0.661,0.0,0.623,0.195,0.814,0.232,0.835,0.875,0.843
AMZN,0.057,0.546,0.623,0.0,0.748,0.694,0.718,0.895,0.429,0.301
GOOGL,0.552,0.432,0.195,0.748,0.0,0.547,0.759,0.599,0.002,-0.144
INTC,-0.029,0.774,0.814,0.694,0.547,0.0,0.407,0.859,0.578,0.564
MARA,0.298,0.03,0.232,0.718,0.759,0.407,0.0,0.617,0.112,-0.203
NVDA,-0.095,0.631,0.835,0.895,0.599,0.859,0.617,0.0,0.594,0.509
PLUG,-0.687,0.437,0.875,0.429,0.002,0.578,0.112,0.594,0.0,0.813
TSLA,-0.573,0.625,0.843,0.301,-0.144,0.564,-0.203,0.509,0.813,0.0
