,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.582,-0.091,0.47,0.197,-0.577,-0.406,0.028,-0.375,-0.564
AAPL,-0.582,0.0,0.664,0.089,0.365,0.888,0.4,0.396,0.76,0.916
AMD,-0.091,0.664,0.0,0.604,0.792,0.534,-0.283,0.836,0.553,0.516
AMZN,0.47,0.089,0.604,0.0,0.823,-0.131,-0.539,0.646,-0.074,0.091
GOOGL,0.197,0.365,0.792,0.823,0.0,0.168,-0.538,0.871,0.102,0.347
INTC,-0.577,0.888,0.534,-0.131,0.168,0.0,0.419,0.256,0.784,0.833
MARA,-0.406,0.4,-0.283,-0.539,-0.538,0.419,0.0,-0.575,0.461,0.366
NVDA,0.028,0.396,0.836,0.646,0.871,0.256,-0.575,0.0,0.177,0.332
PLUG,-0.375,0.76,0.553,-0.074,0.102,0.784,0.461,0.177,0.0,0.541
TSLA,-0.564,0.916,0.516,0.091,0.347,0.833,0.366,0.332,0.541,0.0
