,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.286,0.523,0.74,0.097,0.282,0.876,0.761,0.791,0.365
AAPL,0.286,0.0,0.619,0.457,0.796,0.848,0.503,0.747,0.473,0.966
AMD,0.523,0.619,0.0,0.683,0.742,0.627,0.542,0.747,0.574,0.603
AMZN,0.74,0.457,0.683,0.0,0.325,0.452,0.814,0.731,0.704,0.56
GOOGL,0.097,0.796,0.742,0.325,0.0,0.751,0.245,0.603,0.362,0.731
INTC,0.282,0.848,0.627,0.452,0.751,0.0,0.552,0.73,0.435,0.807
MARA,0.876,0.503,0.542,0.814,0.245,0.552,0.0,0.847,0.747,0.595
NVDA,0.761,0.747,0.747,0.731,0.603,0.73,0.847,0.0,0.847,0.787
PLUG,0.791,0.473,0.574,0.704,0.362,0.435,0.747,0.847,0.0,0.574
TSLA,0.365,0.966,0.603,0.56,0.731,0.807,0.595,0.787,0.574,0.0
