,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.774,0.912,0.939,0.831,0.852,0.903,0.916,0.885,0.876
AAPL,0.774,0.0,0.837,0.902,0.955,0.492,0.904,0.913,0.883,0.829
AMD,0.912,0.837,0.0,0.961,0.911,0.808,0.96,0.968,0.951,0.98
AMZN,0.939,0.902,0.961,0.0,0.944,0.767,0.961,0.977,0.938,0.931
GOOGL,0.831,0.955,0.911,0.944,0.0,0.608,0.957,0.956,0.918,0.909
INTC,0.852,0.492,0.808,0.767,0.608,0.0,0.71,0.711,0.666,0.762
MARA,0.903,0.904,0.96,0.961,0.957,0.71,0.0,0.979,0.974,0.964
NVDA,0.916,0.913,0.968,0.977,0.956,0.711,0.979,0.0,0.976,0.957
PLUG,0.885,0.883,0.951,0.938,0.918,0.666,0.974,0.976,0.0,0.96
TSLA,0.876,0.829,0.98,0.931,0.909,0.762,0.964,0.957,0.96,0.0
