,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.411,0.376,0.428,0.685,-0.311,0.551,0.142,0.536,0.028
AAPL,0.411,0.0,0.933,0.967,0.879,-0.855,0.86,0.707,0.961,0.849
AMD,0.376,0.933,0.0,0.956,0.838,-0.824,0.756,0.829,0.897,0.887
AMZN,0.428,0.967,0.956,0.0,0.876,-0.902,0.79,0.752,0.924,0.874
GOOGL,0.685,0.879,0.838,0.876,0.0,-0.722,0.826,0.664,0.894,0.655
INTC,-0.311,-0.855,-0.824,-0.902,-0.722,0.0,-0.581,-0.53,-0.828,-0.796
MARA,0.551,0.86,0.756,0.79,0.826,-0.581,0.0,0.542,0.895,0.576
NVDA,0.142,0.707,0.829,0.752,0.664,-0.53,0.542,0.0,0.615,0.823
PLUG,0.536,0.961,0.897,0.924,0.894,-0.828,0.895,0.615,0.0,0.746
TSLA,0.028,0.849,0.887,0.874,0.655,-0.796,0.576,0.823,0.746,0.0
