,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.168,0.516,-0.582,-0.609,0.732,0.819,0.283,0.577,0.275
AAPL,-0.168,0.0,0.446,0.59,0.035,0.289,0.137,0.658,0.393,0.619
AMD,0.516,0.446,0.0,0.203,-0.535,0.925,0.776,0.864,0.946,0.848
AMZN,-0.582,0.59,0.203,0.0,0.413,-0.095,-0.209,0.36,0.174,0.463
GOOGL,-0.609,0.035,-0.535,0.413,0.0,-0.685,-0.612,-0.404,-0.579,-0.369
INTC,0.732,0.289,0.925,-0.095,-0.685,0.0,0.87,0.736,0.919,0.722
MARA,0.819,0.137,0.776,-0.209,-0.612,0.87,0.0,0.54,0.823,0.6
NVDA,0.283,0.658,0.864,0.36,-0.404,0.736,0.54,0.0,0.779,0.834
PLUG,0.577,0.393,0.946,0.174,-0.579,0.919,0.823,0.779,0.0,0.889
TSLA,0.275,0.619,0.848,0.463,-0.369,0.722,0.6,0.834,0.889,0.0
