,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.772,0.749,0.915,0.712,0.122,0.678,0.863,-0.283,0.603
AAPL,0.772,0.0,0.772,0.903,0.909,0.601,0.859,0.918,0.015,0.923
AMD,0.749,0.772,0.0,0.862,0.878,0.482,0.676,0.816,-0.018,0.667
AMZN,0.915,0.903,0.862,0.0,0.901,0.412,0.792,0.925,-0.082,0.789
GOOGL,0.712,0.909,0.878,0.901,0.0,0.712,0.867,0.905,0.14,0.868
INTC,0.122,0.601,0.482,0.412,0.712,0.0,0.68,0.538,0.488,0.705
MARA,0.678,0.859,0.676,0.792,0.867,0.68,0.0,0.887,0.286,0.909
NVDA,0.863,0.918,0.816,0.925,0.905,0.538,0.887,0.0,0.07,0.85
PLUG,-0.283,0.015,-0.018,-0.082,0.14,0.488,0.286,0.07,0.0,0.318
TSLA,0.603,0.923,0.667,0.789,0.868,0.705,0.909,0.85,0.318,0.0
