,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.72,0.254,0.399,-0.188,0.217,0.879,-0.629,0.166,0.535
AAPL,0.72,0.0,0.628,0.659,0.346,0.684,0.661,-0.177,-0.36,0.788
AMD,0.254,0.628,0.0,0.769,0.663,0.682,0.256,0.125,-0.508,0.648
AMZN,0.399,0.659,0.769,0.0,0.367,0.597,0.477,-0.13,-0.35,0.681
GOOGL,-0.188,0.346,0.663,0.367,0.0,0.49,-0.315,0.604,-0.505,0.403
INTC,0.217,0.684,0.682,0.597,0.49,0.0,0.33,0.049,-0.359,0.684
MARA,0.879,0.661,0.256,0.477,-0.315,0.33,0.0,-0.797,0.118,0.499
NVDA,-0.629,-0.177,0.125,-0.13,0.604,0.049,-0.797,0.0,-0.345,-0.032
PLUG,0.166,-0.36,-0.508,-0.35,-0.505,-0.359,0.118,-0.345,0.0,-0.228
TSLA,0.535,0.788,0.648,0.681,0.403,0.684,0.499,-0.032,-0.228,0.0
