,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.461,0.087,-0.373,-0.286,0.512,0.732,-0.437,0.807,-0.314
AAPL,-0.461,0.0,0.69,0.979,0.947,0.299,0.106,0.964,-0.785,0.884
AMD,0.087,0.69,0.0,0.734,0.822,0.653,0.451,0.674,-0.282,0.632
AMZN,-0.373,0.979,0.734,0.0,0.964,0.389,0.217,0.945,-0.718,0.879
GOOGL,-0.286,0.947,0.822,0.964,0.0,0.423,0.265,0.915,-0.672,0.856
INTC,0.512,0.299,0.653,0.389,0.423,0.0,0.742,0.231,0.2,0.21
MARA,0.732,0.106,0.451,0.217,0.265,0.742,0.0,0.106,0.415,0.219
NVDA,-0.437,0.964,0.674,0.945,0.915,0.231,0.106,0.0,-0.782,0.924
PLUG,0.807,-0.785,-0.282,-0.718,-0.672,0.2,0.415,-0.782,0.0,-0.602
TSLA,-0.314,0.884,0.632,0.879,0.856,0.21,0.219,0.924,-0.602,0.0
