,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.121,0.784,0.859,0.386,0.948,0.943,0.328,0.853,-0.25
AAPL,0.121,0.0,0.559,0.495,0.722,0.166,0.326,0.89,0.551,0.819
AMD,0.784,0.559,0.0,0.935,0.747,0.796,0.868,0.698,0.91,0.216
AMZN,0.859,0.495,0.935,0.0,0.761,0.841,0.928,0.649,0.962,0.148
GOOGL,0.386,0.722,0.747,0.761,0.0,0.428,0.549,0.735,0.717,0.491
INTC,0.948,0.166,0.796,0.841,0.428,0.0,0.9,0.4,0.869,-0.147
MARA,0.943,0.326,0.868,0.928,0.549,0.9,0.0,0.538,0.926,-0.018
NVDA,0.328,0.89,0.698,0.649,0.735,0.4,0.538,0.0,0.712,0.796
PLUG,0.853,0.551,0.91,0.962,0.717,0.869,0.926,0.712,0.0,0.242
TSLA,-0.25,0.819,0.216,0.148,0.491,-0.147,-0.018,0.796,0.242,0.0
