,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.11,0.695,-0.649,-0.687,0.857,0.855,0.501,0.755,0.432
AAPL,-0.11,0.0,0.274,0.382,0.1,0.144,0.153,0.507,0.23,0.46
AMD,0.695,0.274,0.0,-0.145,-0.542,0.922,0.889,0.786,0.915,0.763
AMZN,-0.649,0.382,-0.145,0.0,0.677,-0.41,-0.374,-0.102,-0.227,0.212
GOOGL,-0.687,0.1,-0.542,0.677,0.0,-0.682,-0.699,-0.512,-0.63,-0.271
INTC,0.857,0.144,0.922,-0.41,-0.682,0.0,0.938,0.685,0.903,0.639
MARA,0.855,0.153,0.889,-0.374,-0.699,0.938,0.0,0.685,0.938,0.711
NVDA,0.501,0.507,0.786,-0.102,-0.512,0.685,0.685,0.0,0.731,0.667
PLUG,0.755,0.23,0.915,-0.227,-0.63,0.903,0.938,0.731,0.0,0.787
TSLA,0.432,0.46,0.763,0.212,-0.271,0.639,0.711,0.667,0.787,0.0
