,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.103,0.404,-0.354,0.145,0.432,-0.568,0.41,0.355,0.244
AAPL,-0.103,0.0,-0.543,0.54,0.141,-0.416,0.105,0.642,-0.603,-0.56
AMD,0.404,-0.543,0.0,-0.651,0.255,0.792,0.067,-0.144,0.697,0.791
AMZN,-0.354,0.54,-0.651,0.0,-0.073,-0.65,-0.056,0.09,-0.523,-0.714
GOOGL,0.145,0.141,0.255,-0.073,0.0,0.284,-0.016,0.054,0.145,0.121
INTC,0.432,-0.416,0.792,-0.65,0.284,0.0,0.124,-0.196,0.729,0.887
MARA,-0.568,0.105,0.067,-0.056,-0.016,0.124,0.0,-0.049,-0.105,0.294
NVDA,0.41,0.642,-0.144,0.09,0.054,-0.196,-0.049,0.0,-0.424,-0.335
PLUG,0.355,-0.603,0.697,-0.523,0.145,0.729,-0.105,-0.424,0.0,0.765
TSLA,0.244,-0.56,0.791,-0.714,0.121,0.887,0.294,-0.335,0.765,0.0
