,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.121,-0.531,-0.168,0.315,-0.443,0.621,-0.204,-0.34,-0.074
AAPL,0.121,0.0,0.086,0.744,0.639,-0.5,0.455,0.78,0.201,0.673
AMD,-0.531,0.086,0.0,0.425,-0.146,0.539,-0.144,0.555,0.617,0.111
AMZN,-0.168,0.744,0.425,0.0,0.41,-0.107,0.134,0.863,0.623,0.451
GOOGL,0.315,0.639,-0.146,0.41,0.0,-0.839,0.617,0.536,-0.317,0.729
INTC,-0.443,-0.5,0.539,-0.107,-0.839,0.0,-0.476,-0.219,0.62,-0.627
MARA,0.621,0.455,-0.144,0.134,0.617,-0.476,0.0,0.207,-0.207,0.366
NVDA,-0.204,0.78,0.555,0.863,0.536,-0.219,0.207,0.0,0.424,0.647
PLUG,-0.34,0.201,0.617,0.623,-0.317,0.62,-0.207,0.424,0.0,-0.167
TSLA,-0.074,0.673,0.111,0.451,0.729,-0.627,0.366,0.647,-0.167,0.0
