,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.305,0.278,0.497,0.211,0.113,0.583,0.237,0.699,0.722
AAPL,0.305,0.0,0.901,0.782,0.822,0.891,0.438,0.919,0.5,-0.065
AMD,0.278,0.901,0.0,0.845,0.915,0.975,0.476,0.97,0.629,-0.221
AMZN,0.497,0.782,0.845,0.0,0.92,0.815,0.784,0.729,0.763,-0.116
GOOGL,0.211,0.822,0.915,0.92,0.0,0.936,0.589,0.825,0.574,-0.39
INTC,0.113,0.891,0.975,0.815,0.936,0.0,0.395,0.942,0.503,-0.382
MARA,0.583,0.438,0.476,0.784,0.589,0.395,0.0,0.34,0.755,0.163
NVDA,0.237,0.919,0.97,0.729,0.825,0.942,0.34,0.0,0.544,-0.161
PLUG,0.699,0.5,0.629,0.763,0.574,0.503,0.755,0.544,0.0,0.295
TSLA,0.722,-0.065,-0.221,-0.116,-0.39,-0.382,0.163,-0.161,0.295,0.0
