,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.352,0.695,-0.266,-0.268,0.686,0.369,0.768,-0.568,0.008
AAPL,0.352,0.0,0.058,0.394,0.381,0.234,0.858,0.085,-0.007,0.679
AMD,0.695,0.058,0.0,-0.636,-0.6,0.874,0.065,0.933,-0.627,-0.155
AMZN,-0.266,0.394,-0.636,0.0,0.941,-0.696,0.446,-0.728,0.669,0.387
GOOGL,-0.268,0.381,-0.6,0.941,0.0,-0.613,0.34,-0.716,0.711,0.275
INTC,0.686,0.234,0.874,-0.696,-0.613,0.0,0.131,0.923,-0.727,-0.122
MARA,0.369,0.858,0.065,0.446,0.34,0.131,0.0,0.067,0.058,0.722
NVDA,0.768,0.085,0.933,-0.728,-0.716,0.923,0.067,0.0,-0.811,-0.191
PLUG,-0.568,-0.007,-0.627,0.669,0.711,-0.727,0.058,-0.811,0.0,0.344
TSLA,0.008,0.679,-0.155,0.387,0.275,-0.122,0.722,-0.191,0.344,0.0
